Full_Name,Email,Age,Region,Salary,City
ALicE smiTh,alice.smith_3987@example.com,49,,102163,Tokyo
BOB williAms,bob.williams_6692@example.com,34,East,56767,Berlin
ALiCe daViS,alice.davis_4605@example.com,36,,104741 USD,Sydney
bOB wiLlIamS,bob.williams_4954@example.com,54,,49720,Tokyo
AnNa jonEs,anna.jones_6302@example.com,55,West,87643,Toronto
MIKe brown,mike.brown_7219@example.com,23,South,45007,Mumbai
boB JoHnSon,bob.johnson_8678@example.com,45,,57569,New York
boB garCIA,bob.garcia_1951@example.com,30,South,83474,Mumbai
aLICe GArcIa,alice.garcia_1687@example.com,47,,72402,London
ANNa wIlLiAmS,anna.williams_4622@example.com,30,South,48661,Tokyo
bOb GARcia,bob.garcia_5765@example.com,46,South,36742,London
ANNa GarCIa,anna.garcia_9552@example.com,40,North,68810,Mumbai
anNA jonEs,anna.jones_2062@example.com,60,,104996,Sydney
anna brown,anna.brown_6162@example.com,43,East,114783,New York
aNNA WilLIAMs,anna.williams_9468@example.com,19,,90372,Tokyo
EMILY wiLliAmS,emily.williams_7475@example.com,49,,96412,Toronto
aliCE wILLIaMS,alice.williams_7142@example.com,34,South,40658,Mumbai
anna JoHNsON,anna.johnson_5668@example.com,52,,107587,Tokyo
boB smiTh,bob.smith_7129@example.com,46,West,92496,Tokyo
joHn gArCiA,john.garcia_8343@example.com,27,South,97248,Tokyo
aLiCE DAVIs,alice.davis_5849@example.com,48,,87529,New York
alIce JoNES,alice.jones_2274@example.com,56,South,78365,Mumbai
jane brOwN,jane.brown_7720@example.com,41,North,70737,Berlin
ALicE MiLleR,alice.miller_8760@example.com,57 years,,52091,Mumbai
eMILY GaRCIa,emily.garcia_5039@example.com,29,North,118934,Sydney
AlicE miLLER,alice.miller_7121@example.com,43,North,100679,London
EmILy MIller,emily.miller_7346@example.com,50,West,109453,London
jaNe garcia,jane.garcia_3725@example.com,49,West,40533,New York
ANnA dAvIS,anna.davis_3244@example.com,58,North,33033,London
BoB wILlIAMS,bob.williams_4351@example.com,58,South,85025,Mumbai
jOHN JOhNsOn,john.johnson_8956@example.com,34,North,112055 USD,Mumbai
Mike jOhNSon,mike.johnson_5314@example.com,24,South,43068,Toronto
Alice SmIth,alice.smith_6869@example.com,43,South,112114,Mumbai
aNna DaViS,anna.davis_5748@example.com,54,South,55886,Toronto
cHRIS wIlLiams,chris.williams_5287@example.com,27,,50798,New York
mIKe JOhNsOn,mike.johnson_1959@example.com,42,North,84462,Bangalore
jANe bRoWN,jane.brown_9360@example.com,57,,117120,Bangalore
joHn SMiTh,john.smith_8185@example.com,51,,94492,Bangalore
JanE dAviS,jane.davis_3802@example.com,27,,107743,Toronto
eMILY jOHnSoN,emily.johnson_3404@example.com,49,South,44534,Sydney
ChRIs JohnsoN,chris.johnson_8447@example.com,54,South,112818,Bangalore
eMILy sMith,emily.smith_2764@example.com,21,West,55787,Bangalore
eMiLY SMItH,emily.smith_8610@example.com,42,,82047 USD,Toronto
jAne JoHnSON,jane.johnson_7627@example.com,25,East,54598,Toronto
JANe jOHNSoN,jane.johnson_2987@example.com,28,,91832,Mumbai
cHriS SMItH,chris.smith_2344@example.com,37,,82418,Sydney
EMiLy johNsOn,emily.johnson_8958@example.com,29,,36945,Mumbai
Mike joNes,mike.jones_7207@example.com,24,,43934,London
EMILY WiLLiams,emily.williams_2293@example.com,46,,45350,Berlin
JoHn gaRcia,john.garcia_1330@example.com,20,East,52238,Sydney
MiKE GArcIA,mike.garcia_6260@example.com,27,,76039,Bangalore
jOHn WilLiAms,john.williams_8469@example.com,28,North,65378,Bangalore
jOhN WILLIAMS,john.williams_3611@example.com,49,,35472,London
anNA WILlIAMS,anna.williams_4119@example.com,19,North,54532,Mumbai
cHrIS jOnES,chris.jones_4949@example.com,52,East,44533,Mumbai
alicE JoNes,alice.jones_4556@example.com,38,East,107901,Bangalore
jAnE DaVIs,jane.davis_2857@example.com,18,West,55606,Sydney
BoB gaRciA,bob.garcia_1365@example.com,21,,98860,Tokyo
bOB Brown,bob.brown_4010@example.com,19,South,62031,Tokyo
EmILy GarcIa,emily.garcia_7737@example.com,48,West,50628,Tokyo
JohN SMitH,john.smith_4564@example.com,20,West,111497,Mumbai
johN davIs,john.davis_1526@example.com,40,South,89852,Bangalore
ANna smitH,anna.smith_9889@example.com,36,,86689,Tokyo
ANNA MIlleR,anna.miller_8814@example.com,56,South,91855,Toronto
BOB JONes,bob.jones_4914@example.com,60,,40250,Bangalore
BOB JoneS,bob.jones_3184@example.com,56,South,30550,Berlin
mIke jONes,mike.jones_4355@example.com,23 years,West,60497,Mumbai
emIlY DAVIs,emily.davis_5951@example.com,21,,79688,Tokyo
emiLY jOnEs,emily.jones_8989@example.com,45,West,109527,Bangalore
bOb sMiTH,bob.smith_4048@example.com,36,,49270,New York
chRIs WiLLIaMs,chris.williams_2531@example.com,58 years,East,100339,Sydney
ChriS JoHNSON,chris.johnson_6482@example.com,43,North,86471,Tokyo
cHRiS johNSON,chris.johnson_1223@example.com,40,,49824,Sydney
CHrIs garcIa,chris.garcia_5764@example.com,19,East,32468,New York
JoHN JOnes,john.jones_7880@example.com,56,West,77147,London
mikE miLler,mike.miller_5890@example.com,36,,34364,Toronto
BoB jOhnsOn,bob.johnson_5245@example.com,27 years,,77962,Toronto
aNnA wilLiaMS,anna.williams_7367@example.com,59,,78138,Mumbai
john SmItH,john.smith_6762@example.com,43,,89006,Tokyo
JOHn brOWN,john.brown_2955@example.com,30,South,103165,Sydney
ALiCe JonEs,alice.jones_2418@example.com,54,West,91996,Toronto
aNnA SMItH,anna.smith_4440@example.com,21,North,32563,Toronto
CHRIs smITH,chris.smith_7755@example.com,20,South,92092,Tokyo
JAne JONeS,jane.jones_7190@example.com,21,,82053,New York
ANna SMiTH,anna.smith_2975@example.com,44,,114601,New York
emiLy JonEs,emily.jones_9643@example.com,28,,35491,London
anNA mIllEr,anna.miller_4633@example.com,34,,80162,London
jaNe GArCIa,jane.garcia_8724@example.com,34,,45963,New York
aliCE MIller,alice.miller_4380@example.com,18,,"$45,470",Toronto
ChRiS MiLlEr,chris.miller_9556@example.com,51,South,94440,New York
jOhN MiLLER,john.miller_1531@example.com,53,West,74660,Tokyo
cHrIS DAvIs,chris.davis_4475@example.com,19,,69574,Berlin
anNA BROwN,anna.brown_4885@example.com,42,South,57654 USD,Bangalore
BOb SmIth,bob.smith_9392@example.com,24,West,119285,Bangalore
bOB MilleR,bob.miller_1807@example.com,44,,64425,Toronto
john BroWN,john.brown_4013@example.com,21 years,,94410,Sydney
jAne Jones,jane.jones_2831@example.com,29,North,72794,London
aLICe gaRCiA,alice.garcia_3388@example.com,48,,44351,Sydney
johN BrOWn,john.brown_5189@example.com,59 years,West,100039,New York
alicE joHnsON,alice.johnson_9671@example.com,52 years,,79091,New York
johN gaRCiA,john.garcia_8288@example.com,55,East,58841,New York
CHRiS DAvis,chris.davis_3120@example.com,29,East,75855,London
ANNA WiLLiaMs,anna.williams_1343@example.com,27,,68993,Sydney
MikE GarCIa,mike.garcia_9222@example.com,40,,75722,New York
mIke SmitH,mike.smith_5326@example.com,45,East,79494,Berlin
aLICe BroWn,alice.brown_9540@example.com,34,South,"$49,069",Sydney
BOB joHnSON,bob.johnson_9640@example.com,55 years,South,40843,Berlin
bob jonEs,bob.jones_2060@example.com,23,North,109941,New York
cHRis bROwn,chris.brown_3446@example.com,53,North,103074,Mumbai
ChRiS mILLEr,chris.miller_3771@example.com,22,South,80932,Sydney
ALICE MILLeR,alice.miller_9979@example.com,56,North,79502,London
JanE daVis,jane.davis_8078@example.com,41,South,87904,Sydney
ANNA daViS,anna.davis_1704@example.com,18,East,"$35,857",Tokyo
janE SMitH,jane.smith_3920@example.com,44,West,71488,Toronto
jaNe SmITh,jane.smith_4289@example.com,35,North,108919,Bangalore
aLice jones,alice.jones_3569@example.com,41,South,69255,Toronto
JohN SMITH,john.smith_8135@example.com,36,,63311,London
mikE JOHNsON,mike.johnson_9316@example.com,45,South,56282,London
JOHN SMIth,john.smith_6312@example.com,49,,86060,Toronto
MIKE JOhNSoN,mike.johnson_5185@example.com,28,,68505,New York
jAnE DAvIS,jane.davis_2093@example.com,38,East,88345,Toronto
CHRiS dAvis,chris.davis_6343@example.com,27,West,109765,Mumbai
BOB jonEs,bob.jones_2754@example.com,33,,86020,Bangalore
JANe MilLeR,jane.miller_5496@example.com,31,East,81134,New York
alICe MillEr,alice.miller_2061@example.com,53,West,84852,Sydney
alicE WIllIAMs,alice.williams_6578@example.com,53,,"$69,631",Mumbai
MIKE WiLlIaMS,mike.williams_6236@example.com,36,North,108047,Berlin
JOHN jOhNsON,john.johnson_8636@example.com,33,North,"$48,304",Bangalore
joHn daVIS,john.davis_1712@example.com,60,,59676,Sydney
cHRIs SmITH,chris.smith_5478@example.com,20,,102420,Berlin
JanE mIlLeR,jane.miller_1578@example.com,58,,111072,Berlin
mIke MIller,mike.miller_6572@example.com,46,West,60537,London
Bob BROwN,bob.brown_2541@example.com,48,West,105646,Mumbai
AnnA BRown,anna.brown_9032@example.com,36,,113519,Sydney
MIKE SMiTH,mike.smith_4513@example.com,35,West,79901,London
JaNE JOHnSon,jane.johnson_1584@example.com,35,South,54700,New York
cHrIS daviS,chris.davis_2134@example.com,23,,49357,New York
aLICe MiLLeR,alice.miller_7335@example.com,51,West,63976,New York
anna gArCIa,anna.garcia_3946@example.com,60,North,108992,Sydney
alICE GaRCia,alice.garcia_4837@example.com,49,North,57192,Toronto
johN joNes,john.jones_1679@example.com,23,East,101298,Sydney
jane dAvIs,jane.davis_9995@example.com,33,West,105918,Tokyo
EmiLy jonES,emily.jones_7217@example.com,59,,91859,Bangalore
boB JOHNSOn,bob.johnson_6243@example.com,37,,80652,Berlin
MIKE johNSON,mike.johnson_8168@example.com,39,East,84749,Sydney
jANE Davis,jane.davis_2733@example.com,20,,41066,Mumbai
BOb wIllIAMs,bob.williams_7055@example.com,59,,89980,New York
aNnA mILLeR,anna.miller_4910@example.com,55,North,109109,New York
eMiLY bRoWn,emily.brown_7233@example.com,57,,117690,London
chRIs BrOwn,chris.brown_7709@example.com,45,West,32359,Bangalore
bob joHnsON,bob.johnson_4514@example.com,57,East,85999,London
mIke bRowN,mike.brown_5474@example.com,19,South,44756,Bangalore
BOB wIlLiaMS,bob.williams_5005@example.com,28,East,86558,Tokyo
EMiLy JOnES,emily.jones_1033@example.com,60,,82920,New York
aLICE WILlIAMS,alice.williams_2892@example.com,33,,"$32,105",New York
ALIce WILLIams,alice.williams_6968@example.com,28,,106690,Sydney
aLiCe MIlLer,alice.miller_3177@example.com,38,,44583,Tokyo
jOhn BRoWN,john.brown_9713@example.com,54,West,42068,Sydney
jAnE WiLlIAMs,jane.williams_8075@example.com,56,North,70555,Mumbai
aNnA garcIa,anna.garcia_9809@example.com,41,South,43122,Berlin
CHRiS gArcia,chris.garcia_3395@example.com,25,,75476,Mumbai
EmIly GARCiA,emily.garcia_5626@example.com,55,North,95445,New York
Alice bRoWn,alice.brown_1347@example.com,21,,100741,Bangalore
john JONeS,john.jones_4142@example.com,37,West,100170,Berlin
chRis joNES,chris.jones_9311@example.com,45,West,35298,Sydney
chrIS DaVis,chris.davis_6534@example.com,36,East,115352,London
BOb johnson,bob.johnson_5188@example.com,55,West,80269,Tokyo
ChriS dAViS,chris.davis_1340@example.com,36,South,43563,Mumbai
aNnA JOHNsOn,anna.johnson_9829@example.com,22,South,43739,London
AnnA DAVIS,anna.davis_5582@example.com,44,West,58623,Toronto
bob MiLLer,bob.miller_6920@example.com,21,,34280,Mumbai
ChRIS jOnEs,chris.jones_1598@example.com,57,West,119379,Sydney
ANnA SMIth,anna.smith_5796@example.com,55,North,51943,Toronto
Mike gaRcIA,mike.garcia_6520@example.com,45,East,30584,Mumbai
BOb jOhnSoN,bob.johnson_6783@example.com,60,,111282,Bangalore
jAne SMitH,jane.smith_5424@example.com,28 years,South,87383,Sydney
bob MILLer,bob.miller_2170@example.com,32,West,84960,Berlin
bOb smITH,bob.smith_1236@example.com,29,,109720 USD,New York
john BRowN,john.brown_6841@example.com,39,North,49356,Tokyo
aNNa GarCiA,anna.garcia_5473@example.com,43,,34218,New York
jANE mILlEr,jane.miller_6821@example.com,52,East,66194,Tokyo
mIKe JoneS,mike.jones_6415@example.com,35,North,98151,New York
aliCE gArCia,alice.garcia_8332@example.com,38,South,70191,London
JOhN WIlLiaMS,john.williams_8430@example.com,18,East,88004,Toronto
ChriS JoHnsOn,chris.johnson_6706@example.com,44,North,90188,Tokyo
ChrIs joHNSON,chris.johnson_6137@example.com,56,South,39781,Mumbai
CHris dAViS,chris.davis_3178@example.com,30,East,109931,Bangalore
mIKE WILLIams,mike.williams_8810@example.com,23,,80033,Tokyo
jaNE DAviS,jane.davis_9052@example.com,25,,83941,New York
AliCe wiLliAMS,alice.williams_3717@example.com,43,,114648,Tokyo
emILy dAVIS,emily.davis_2064@example.com,60,,55172,Bangalore
BOB MIlleR,bob.miller_2392@example.com,27,South,34026,Bangalore
BOb wIlliAMS,bob.williams_5207@example.com,33,East,109903,London
eMiLy mILleR,emily.miller_3211@example.com,34 years,,68063,New York
BOB JoNes,bob.jones_8870@example.com,49,West,108449,London
aLiCe SMitH,alice.smith_4589@example.com,41,North,35600,Toronto
ANna bRowN,anna.brown_5350@example.com,35,,89209,Bangalore
jOHN SMitH,john.smith_8247@example.com,29 years,West,54891,Toronto
AnnA BROwN,anna.brown_5004@example.com,19,South,93115,London
ANNa joHNsoN,anna.johnson_7836@example.com,53,South,118321,Sydney
JANe DAVis,jane.davis_4217@example.com,24,South,65794,Bangalore
miKe miLleR,mike.miller_1562@example.com,37,North,92195,Bangalore
JaNe Jones,jane.jones_2583@example.com,29,,116829,Mumbai
eMiLY MiLleR,emily.miller_6172@example.com,59,East,90770,Bangalore
emILy smItH,emily.smith_7387@example.com,23,East,37388,Sydney
emIly MIlLER,emily.miller_5837@example.com,33,South,"$106,506",London
Alice SMIth,alice.smith_3869@example.com,37,,69365,London
anNA JONEs,anna.jones_5506@example.com,55,South,98482,Tokyo
ChrIs jOHnson,chris.johnson_2760@example.com,50,West,73782,Bangalore
mikE jonES,mike.jones_2487@example.com,24,East,38049,Bangalore
cHRis GarciA,chris.garcia_1540@example.com,52,,85562,Tokyo
chRIs DAVIs,chris.davis_1767@example.com,34,South,111099,London
jaNe GaRcIa,jane.garcia_3411@example.com,47,West,116083,Sydney
AnNA sMiTh,anna.smith_3828@example.com,54,South,63965,Sydney
chRiS jONES,chris.jones_9513@example.com,42,East,89791,Toronto
mIkE JoHNsOn,mike.johnson_1857@example.com,22,East,117920,Mumbai
alICe jOHNSOn,alice.johnson_4712@example.com,32,West,65998,Bangalore
MIkE SMITh,mike.smith_9912@example.com,60,North,78156,Toronto
MIKE gARCiA,mike.garcia_3830@example.com,55,North,81480,New York
chrIs smiTh,chris.smith_3964@example.com,53,,99554,Berlin
Mike DaVIS,mike.davis_5876@example.com,26,,117464,Tokyo
eMiLy willIAmS,emily.williams_3152@example.com,37,,91792 USD,Sydney
chRIS mILLEr,chris.miller_8083@example.com,30 years,North,91714,New York
John sMIth,john.smith_9661@example.com,31,South,111413,Berlin
JaNe jOhnsOn,jane.johnson_2041@example.com,43,North,77710,Berlin
bOb dAvIS,bob.davis_4980@example.com,39,,92022,Mumbai
AlIcE garcIA,alice.garcia_8494@example.com,50,East,71569,Bangalore
cHriS jOnEs,chris.jones_5896@example.com,45,,50460,Berlin
Bob DAvIs,bob.davis_1547@example.com,48,South,52708,London
ALicE JoNEs,alice.jones_4274@example.com,53 years,,37940,Toronto
JaNe WilLiaMS,jane.williams_3526@example.com,34,,"$68,650",Sydney
BoB JOnes,bob.jones_7046@example.com,50 years,,45613,Bangalore
joHN jOhNson,john.johnson_8608@example.com,26,East,93815,Sydney
eMIly brown,emily.brown_5818@example.com,48,West,92763,Bangalore
ALICe BROWN,alice.brown_6562@example.com,54,,43678 USD,Toronto
aLICe daVIS,alice.davis_8479@example.com,60,South,87055,Mumbai
EMiLY Smith,emily.smith_2991@example.com,41,,94483,New York
eMIlY johnSon,emily.johnson_7644@example.com,32,,118546,Bangalore
joHn GARcia,john.garcia_5788@example.com,48,East,42748,Mumbai
Bob DAViS,bob.davis_9381@example.com,41,East,86465,Tokyo
jOHn davIs,john.davis_3218@example.com,54,East,49409,New York
mike BroWn,mike.brown_7538@example.com,39,,70411,Tokyo
BoB BRown,bob.brown_7849@example.com,41,,106501,Mumbai
bob BRoWn,bob.brown_8652@example.com,50,,88801,Bangalore
BOb sMITH,bob.smith_6056@example.com,33,East,48842,New York
AnnA SMiTh,anna.smith_6470@example.com,31,East,"$40,869",New York
JANE BRown,jane.brown_6498@example.com,36,West,36989,Bangalore
eMiLY sMith,emily.smith_6652@example.com,18,,50170,Toronto
BOb jOHnSOn,bob.johnson_6496@example.com,36,South,54624,Toronto
ChRis WilliAMs,chris.williams_5440@example.com,54,,60767,Mumbai
EmiLy JoneS,emily.jones_6964@example.com,43,West,32539,Tokyo
JANe JOnES,jane.jones_9324@example.com,58,,37900,Sydney
eMily MilleR,emily.miller_8000@example.com,55,,91025,Bangalore
CHris joNES,chris.jones_8051@example.com,18,North,111400,New York
jANE milLeR,jane.miller_1748@example.com,22,North,36938,Berlin
JOhn BrOWN,john.brown_1796@example.com,38,West,38838,Mumbai
boB WIlLiamS,bob.williams_4964@example.com,33,,96601,Mumbai
CHRiS GaRciA,chris.garcia_4437@example.com,50,North,36732,Berlin
annA jOhnSON,anna.johnson_5924@example.com,29,North,109587,Mumbai
mIke JoHNSon,mike.johnson_3925@example.com,51,,"$38,507",Sydney
alICE MIlleR,alice.miller_2019@example.com,46 years,East,36941,New York
jANE wILlIAmS,jane.williams_5918@example.com,41,,113902,Toronto
Mike williaMs,mike.williams_2055@example.com,57,,105001,Bangalore
JOHN daViS,john.davis_7191@example.com,23,East,102831,Sydney
alICE DaVis,alice.davis_2182@example.com,34,North,62883,Mumbai
miKe bRoWN,mike.brown_8552@example.com,40,,67474,London
AnNa MIlLER,anna.miller_5955@example.com,25,East,70507,New York
JOHN johnSON,john.johnson_1104@example.com,46,West,57805,London
EmiLY WILliamS,emily.williams_2406@example.com,30,,115528 USD,Mumbai
JaNE jOhNSoN,jane.johnson_1757@example.com,26,South,43583,Berlin
BOb JOneS,bob.jones_2756@example.com,53,,60456,Sydney
miKE smith,mike.smith_9032@example.com,45,,52975,London
JoHN SmIth,john.smith_2493@example.com,50,West,74130,New York
JOhN mIlLEr,john.miller_1951@example.com,60,West,68407,Sydney
alIcE jOHnson,alice.johnson_9329@example.com,54,,"$91,777",Sydney
ANNa johNSon,anna.johnson_6358@example.com,48,North,34281,Berlin
JAne GARCIa,jane.garcia_8449@example.com,51,,107625,London
JaNE smITH,jane.smith_7001@example.com,52,East,"$60,852",London
anNa willIams,anna.williams_2127@example.com,43,,66443,Sydney
JOHn JONeS,john.jones_2141@example.com,37,West,34697,Berlin
MiKE BroWN,mike.brown_3118@example.com,40,,95063,Sydney
ALIcE JONeS,alice.jones_7825@example.com,24,,"$116,566",Toronto
JaNe joNEs,jane.jones_2353@example.com,47,,63664,Mumbai
BOb WilliAMs,bob.williams_6477@example.com,23,East,31210,Mumbai
bOb MIlLEr,bob.miller_1464@example.com,28,West,84706,Toronto
aNNa sMiTH,anna.smith_5471@example.com,55,,68258,Berlin
alIce JOhNson,alice.johnson_1027@example.com,19,South,43197,Sydney
cHRiS daViS,chris.davis_6034@example.com,45,North,"$74,838",Bangalore
cHRiS jonEs,chris.jones_1880@example.com,31,,69446,Mumbai
eMilY jOnEs,emily.jones_3045@example.com,43,East,36650,New York
aLicE JoNES,alice.jones_9635@example.com,39,,86460,New York
MIkE wiLLiAMS,mike.williams_8191@example.com,38 years,South,99242,Berlin
cHRis joneS,chris.jones_7449@example.com,38,West,73675,Tokyo
John Brown,john.brown_8544@example.com,27 years,,111753,New York
john JONES,john.jones_4396@example.com,23,West,106560,Tokyo
JanE gaRcIa,jane.garcia_3369@example.com,24,,43180,Tokyo
ANNa gArciA,anna.garcia_4837@example.com,25 years,,43717,New York
EmiLY JOHnSoN,emily.johnson_5146@example.com,23,,101284,Mumbai
miKE jonES,mike.jones_6492@example.com,21,,116236,Sydney
EmiLY smiTh,emily.smith_6239@example.com,21,South,81239,London
mIKE sMItH,mike.smith_9625@example.com,40,North,"$76,642",Berlin
bOb mIllEr,bob.miller_1522@example.com,21,,73987,Berlin
MiKE joHNsOn,mike.johnson_5566@example.com,43,,51329,Mumbai
emILy wIlLiaMS,emily.williams_3450@example.com,60,,52440,Sydney
boB willIamS,bob.williams_8187@example.com,40,,"$43,221",Mumbai
CHriS DaVis,chris.davis_8325@example.com,46,,89608,London
chRiS SMITh,chris.smith_7000@example.com,26,,119299,Sydney
EMIlY wiLliAMs,emily.williams_9422@example.com,23,North,79928,Toronto
bOb smIth,bob.smith_1672@example.com,53,North,102992,Sydney
jaNE willIaMS,jane.williams_2756@example.com,48,,31152,Tokyo
mIKe dAVis,mike.davis_5716@example.com,54,East,44724,Bangalore
annA SMItH,anna.smith_4625@example.com,51,,95464,London
CHRIS WIlLIams,chris.williams_1088@example.com,23,,109335,London
JoHN smitH,john.smith_2201@example.com,43,West,31376,New York
bOb brOwn,bob.brown_3714@example.com,38,North,50716,Sydney
BOb bRoWn,bob.brown_5030@example.com,34,South,118124,Toronto
chrIS dAVIS,chris.davis_5700@example.com,28,South,113743,Tokyo
alICe BroWN,alice.brown_8106@example.com,52,,58520,Tokyo
bOb WiLlIAmS,bob.williams_2517@example.com,18,North,98763,Toronto
AlicE smITh,alice.smith_5913@example.com,28,,88938,New York
EmiLY jONeS,emily.jones_8342@example.com,37,,93967,New York
ChrIS DAvis,chris.davis_8485@example.com,60 years,South,43064,Berlin
eMilY WiLlIAmS,emily.williams_3025@example.com,24,,55691 USD,Berlin
jAne jOhNsOn,jane.johnson_8762@example.com,39,North,86964,Mumbai
Bob MILlEr,bob.miller_1198@example.com,44,East,98108,Mumbai
mIKe MILLER,mike.miller_6567@example.com,52,,92701,New York
MIKE jOnes,mike.jones_6946@example.com,45,,81888,Tokyo
Emily smiTH,emily.smith_8824@example.com,39,,88268,Sydney
BOB jOhNsOn,bob.johnson_3742@example.com,42,North,35839,New York
cHrIS GarcIA,chris.garcia_5124@example.com,54,,99008,New York
mIkE sMIth,mike.smith_2312@example.com,55,West,64316,London
bOb jOhNSON,bob.johnson_3631@example.com,50,,42854 USD,Mumbai
aLICe wIllIAmS,alice.williams_3692@example.com,40,,39264,Sydney
eMIly dAvIS,emily.davis_1306@example.com,24,East,114602,Toronto
bOB BrowN,bob.brown_8359@example.com,49,North,91354 USD,London
BoB jOHNSoN,bob.johnson_5735@example.com,20,North,72857,Berlin
ANNA miLler,anna.miller_7397@example.com,56,West,"$94,857",Toronto
EmIlY JoHNsOn,emily.johnson_1023@example.com,30,North,74138,Tokyo
MiKe MiLLer,mike.miller_7477@example.com,30,,67202,Bangalore
alIce johnson,alice.johnson_6763@example.com,41,,83544,Toronto
john bROWN,john.brown_5254@example.com,28,,103961 USD,Sydney
EMIlY BRown,emily.brown_8452@example.com,49,,74083,Berlin
CHRiS joHNSoN,chris.johnson_9768@example.com,47,North,99403,Berlin
boB sMiTH,bob.smith_2423@example.com,32,East,42385,Toronto
ChRiS WiLlIaMS,chris.williams_1132@example.com,48,,64873 USD,London
jaNe GaRcia,jane.garcia_5409@example.com,50,West,77913,Bangalore
chRiS WilliAmS,chris.williams_2675@example.com,19,,63584,Toronto
ALIcE JohNSoN,alice.johnson_3936@example.com,28,,62844,Toronto
JaNE SMItH,jane.smith_5767@example.com,18,West,49165,Toronto
JAnE smiTH,jane.smith_8411@example.com,56,,37613,Sydney
CHRis broWn,chris.brown_7909@example.com,47,North,99458,Tokyo
miKe garCia,mike.garcia_6286@example.com,19,East,70801,Toronto
alicE WILliAms,alice.williams_9629@example.com,59,West,93132,London
jaNe milLER,jane.miller_7852@example.com,44,West,91200,Toronto
EMily JohnSOn,emily.johnson_5275@example.com,29,,111601,Tokyo
EMIly GarciA,emily.garcia_5374@example.com,25,,100356,New York
ANnA sMITH,anna.smith_4436@example.com,53,,54290,Berlin
mikE wILliAMS,mike.williams_5664@example.com,29 years,North,36842,New York
jaNE MiLLer,jane.miller_8892@example.com,57,East,110206,Tokyo
jAne smItH,jane.smith_4455@example.com,40,South,103290,Toronto
anna GarcIA,anna.garcia_6446@example.com,18,,49532,New York
JoHn SmiTH,john.smith_6356@example.com,44 years,,78329,Bangalore
Jane broWN,jane.brown_1602@example.com,26,South,49819,Tokyo
ALIcE mILLeR,alice.miller_3843@example.com,45,,"$99,081",Berlin
JoHN MIllEr,john.miller_8800@example.com,51 years,North,81448,Toronto
MIKe garCiA,mike.garcia_5547@example.com,27,East,39409 USD,London
bOB JoNeS,bob.jones_4535@example.com,34,West,65047,Bangalore
AlICE DaVIs,alice.davis_1272@example.com,36,East,110594,Bangalore
BOB JONES,bob.jones_3155@example.com,51,,105009,Bangalore
emIlY JOHNSOn,emily.johnson_8762@example.com,50,,57884,Bangalore
aNNA SMIth,anna.smith_7041@example.com,29,South,76835,London
miKE JonEs,mike.jones_6458@example.com,23,East,70385,London
Anna JoHnSoN,anna.johnson_8695@example.com,50,East,86251,London
BOb JONeS,bob.jones_3337@example.com,55,,79861,Toronto
ANNa JOHnsOn,anna.johnson_1942@example.com,26,South,58535,Tokyo
ChrIS DavIs,chris.davis_9638@example.com,28,North,38290,Bangalore
AnnA mIlLer,anna.miller_6015@example.com,19,North,58863,Berlin
BOB SmITh,bob.smith_9792@example.com,26,West,39969,New York
JAnE Smith,jane.smith_5717@example.com,36,East,43552,Berlin
emiLy mIllEr,emily.miller_8838@example.com,28,East,59949,New York
JAne garCIA,jane.garcia_5643@example.com,46,,72042,Toronto
EmiLY SMITh,emily.smith_9504@example.com,27 years,,107337,London
BoB bROWn,bob.brown_1183@example.com,38,West,86117,Bangalore
CHRIs miLler,chris.miller_3914@example.com,47,West,58331,Tokyo
bOB Miller,bob.miller_9825@example.com,37,South,110628,Berlin
ALiCe wILlIAMS,alice.williams_2383@example.com,36,West,105191,Bangalore
ChRIs DAVIs,chris.davis_3110@example.com,19,South,71544,Toronto
AlICE gArCIa,alice.garcia_9590@example.com,50,North,81974,Berlin
ANNa GaRCia,anna.garcia_6065@example.com,32,North,101807,Toronto
alIcE wILlIAmS,alice.williams_3085@example.com,60,East,37994,Tokyo
JaNe wiLliAms,jane.williams_8760@example.com,59,East,76430 USD,New York
Chris dAviS,chris.davis_2037@example.com,19,South,105234,Berlin
EMiLy DavIS,emily.davis_4367@example.com,39,South,44611,Toronto
aNnA gaRcia,anna.garcia_5923@example.com,45,North,58365,Sydney
JOHN milLER,john.miller_7207@example.com,56,West,98347,New York
EMilY jOhNsON,emily.johnson_6053@example.com,29,West,46222,Tokyo
ALICe GARcIa,alice.garcia_6640@example.com,35,West,41592,New York
JaNe gArCIa,jane.garcia_1803@example.com,39,,89380 USD,Mumbai
mikE miLler,mike.miller_4233@example.com,60,West,34434,Mumbai
aliCE brOwN,alice.brown_6473@example.com,46,East,30642,Mumbai
MiKE MILlEr,mike.miller_7023@example.com,46,,79482,London
John BroWn,john.brown_2315@example.com,38,,55791,Toronto
annA smItH,anna.smith_4890@example.com,42,,61398,Berlin
aLiCE GArCIa,alice.garcia_2495@example.com,28 years,North,88915,Bangalore
MiKe mILlEr,mike.miller_9648@example.com,21,East,99574,London
MiKE DaVis,mike.davis_3116@example.com,43,,52642,New York
aLICe sMITh,alice.smith_7299@example.com,52,North,35725,New York
anNA milLeR,anna.miller_8983@example.com,27,East,45257,Sydney
boB broWN,bob.brown_8047@example.com,24,South,79378,Mumbai
